msoa,MC: Care home with nursing,MC: Care home without nursing,MC: Children's home,MC: General hospital,MC: Home or hostel,MC: Mental health hospital or unit,MC: Other home,MC: Other hospital,Other: Approved premises,Other: Defence,Other: Detention centres,Other: Education,Other: Prison service,Other: Religious,Other: Staff/Worker accommodation,Other: Temporary accommodation,total
E02005729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02005730,3,3,0,0,0,0,2,0,0,0,0,0,0,0,4,5,17
E02005731,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
E02005733,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18,23
E02005734,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
E02005735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02005736,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
E02005739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
E02005740,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E02005741,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
E02006811,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02006812,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02006841,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,8
E02006842,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
E02006893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02006909,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02006910,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,3,9
E02007022,1,1,0,0,0,0,0,0,0,0,0,2,1,0,3,4,12
E02007058,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,5,10
E02007059,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5
E02007060,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
E02007061,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,10
E02007062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02007063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02007094,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02007095,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
E02007096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02007097,0,0,1,0,0,0,0,0,0,1,0,14,0,0,2,3,21
E02007098,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
E02007099,0,0,0,1,0,0,0,0,0,0,0,34,0,0,4,20,59
