msoa,Ethnicity,Total,0-15,16-19,20-21,22-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-99
E02000079,White,3145,533,110,51,109,208,221,210,213,206,226,236,177,645
E02000080,Asian,837,209,31,13,24,61,74,100,87,53,41,37,41,66
E02000080,Black,360,109,28,7,14,22,14,26,24,26,32,26,17,15
E02000080,Mixed,207,116,12,2,5,9,18,12,8,6,4,4,4,7
E02000080,Other,178,33,15,3,13,6,17,26,16,6,10,10,9,14
E02000080,White,3330,577,142,66,81,209,224,223,249,203,231,231,228,666
E02000081,Asian,379,94,17,9,12,20,22,43,48,31,29,24,7,23
E02000081,Black,259,82,19,3,11,7,9,16,22,27,21,18,13,11
E02000081,Mixed,120,65,7,4,8,3,7,5,1,7,5,4,2,2
E02000081,Other,86,21,3,1,2,4,15,8,2,6,5,8,5,6
E02000081,White,3126,608,125,63,106,174,187,190,194,192,226,236,189,636
E02000082,Asian,492,136,19,6,7,22,35,57,64,38,24,28,15,41
E02000082,Black,266,59,18,5,11,19,22,12,20,25,21,27,8,19
E02000082,Mixed,160,92,14,3,2,10,5,12,6,2,7,0,3,4
E02000082,Other,135,27,7,0,4,7,6,16,14,6,15,8,9,16
E02000082,White,3575,661,154,91,122,190,228,245,265,205,262,269,239,644
E02000083,Asian,377,105,19,8,5,18,28,41,41,44,27,9,15,17
E02000083,Black,556,166,43,12,16,49,32,35,38,47,53,34,13,18
E02000083,Mixed,170,84,17,6,6,11,7,10,9,5,7,3,0,5
E02000083,Other,139,32,4,2,10,8,13,21,18,8,5,3,9,6
E02000083,White,4211,807,213,89,143,326,374,292,271,258,306,290,228,614
E02000084,Asian,646,164,30,8,11,37,38,74,79,53,37,34,28,53
E02000084,Black,240,67,11,2,17,14,8,14,22,26,13,19,20,7
E02000084,Mixed,166,76,14,7,5,8,16,14,6,8,5,3,2,2
E02000084,Other,133,36,3,1,1,2,8,14,16,13,11,4,9,15
E02000084,White,4215,766,168,85,141,205,254,278,271,263,306,320,279,879
E02000085,Asian,293,77,16,1,15,15,22,28,36,31,13,8,11,20
E02000085,Black,163,39,17,4,1,7,10,18,12,9,11,17,5,13
E02000085,Mixed,99,52,5,4,6,5,3,6,1,2,1,6,5,3
E02000085,Other,66,11,2,0,3,6,6,8,11,4,6,2,2,5
E02000085,White,3161,615,153,66,117,174,239,215,183,195,239,212,177,576
E02000086,Asian,201,64,5,0,4,5,12,15,32,13,11,5,7,28
E02000086,Black,82,28,4,0,3,1,0,4,8,6,9,7,6,6
E02000086,Mixed,112,55,6,0,5,7,6,8,7,2,3,6,0,7
E02000086,Other,66,14,1,0,2,1,6,7,8,9,7,1,3,7
E02000086,White,2999,519,129,58,94,187,166,183,162,199,246,221,223,612
E02000087,Asian,344,96,4,6,6,24,14,34,35,28,24,16,16,41
E02000087,Black,143,32,14,5,7,10,4,14,10,11,8,13,11,4
E02000087,Mixed,131,64,10,4,7,6,12,8,3,4,3,3,3,4
E02000087,Other,46,7,6,0,0,1,7,2,2,2,3,4,2,10
E02000087,White,3349,563,142,72,93,184,188,195,213,230,276,258,220,715
E02000088,Asian,258,47,14,7,5,10,19,30,37,26,11,11,8,33
E02000088,Black,105,42,13,2,6,2,3,9,5,4,9,6,4,0
E02000088,Mixed,99,50,8,5,4,8,6,6,2,1,4,3,0,2
E02000088,Other,46,9,4,0,0,1,2,3,4,2,4,5,6,6
E02000088,White,3261,590,136,90,143,155,224,202,213,194,247,236,199,632
E02000089,Asian,230,62,12,1,4,8,19,24,33,14,10,9,10,24
E02000089,Black,85,19,4,0,5,7,3,6,7,3,10,7,6,8
E02000089,Mixed,113,58,12,6,3,14,4,2,9,3,0,0,1,1
E02000089,Other,68,20,5,1,2,3,4,6,8,1,7,4,4,3
E02000089,White,3361,669,152,83,120,162,188,199,186,212,273,256,190,671
E02000090,Asian,287,69,10,5,7,11,23,34,42,34,8,13,8,23
E02000090,Black,147,34,11,3,6,12,13,18,8,14,9,10,6,3
E02000090,Mixed,183,72,14,6,13,15,8,9,12,4,18,3,1,8
E02000090,Other,67,16,2,1,5,7,5,5,3,3,7,2,4,7
E02000090,White,3814,622,164,109,143,303,335,251,235,235,249,259,195,714
E02000091,Asian,352,91,16,3,8,13,19,34,46,40,23,18,9,32
E02000091,Black,222,74,15,7,5,11,8,12,16,20,17,17,10,10
E02000091,Mixed,195,98,20,8,6,12,10,3,4,9,9,8,1,7
E02000091,Other,70,14,2,0,1,1,3,3,12,13,5,4,2,10
E02000091,White,3948,620,169,88,138,268,239,225,261,231,279,269,283,878
E02000092,Asian,156,42,7,2,5,5,10,16,10,22,10,5,4,18
E02000092,Black,297,95,24,4,14,21,13,18,20,25,25,18,11,9
E02000092,Mixed,120,62,12,8,6,15,6,3,2,1,2,1,1,1
E02000092,Other,88,23,2,2,5,4,6,6,9,6,5,7,6,7
E02000092,White,2481,496,125,60,83,157,148,158,136,143,173,188,151,463
E02000093,Asian,2642,414,112,46,108,185,210,229,201,175,153,165,198,446
E02000093,Black,462,100,31,14,30,43,31,28,16,25,24,39,29,52
E02000093,Mixed,180,68,18,9,9,13,13,14,12,5,7,5,5,2
E02000093,Other,450,104,21,14,30,46,40,42,33,24,22,16,16,42
E02000093,White,2257,413,63,57,119,262,277,218,191,156,136,76,65,224
E02000094,Asian,1935,339,106,43,87,145,183,148,146,147,121,109,111,250
E02000094,Black,598,133,68,29,28,45,34,34,29,39,39,45,24,51
E02000094,Mixed,195,81,11,7,18,19,18,14,4,3,7,4,4,5
E02000094,Other,473,127,35,20,20,28,41,30,24,28,24,45,24,27
E02000094,White,2052,366,78,30,85,195,269,175,176,145,129,108,63,233
E02000095,Asian,2441,432,88,34,90,154,188,190,203,154,129,140,204,435
E02000095,Black,358,85,28,15,26,36,35,19,15,11,21,24,13,30
E02000095,Mixed,116,32,7,7,11,5,15,8,4,6,8,1,4,8
E02000095,Other,467,125,35,18,24,33,28,22,27,27,34,22,31,41
E02000095,White,1940,323,64,61,95,237,194,165,195,156,126,69,56,199
E02000096,Asian,2106,387,72,21,64,140,139,168,173,137,138,124,140,403
E02000096,Black,114,17,7,0,10,5,5,5,3,7,6,12,18,19
E02000096,Mixed,100,42,4,2,4,11,9,1,6,6,1,3,1,10
E02000096,Other,264,55,18,7,15,12,15,16,17,13,23,14,11,48
E02000096,White,1187,209,41,19,50,85,121,101,90,63,57,41,50,260
E02000097,Asian,1687,307,99,32,80,121,123,123,134,125,93,108,123,219
E02000097,Black,441,93,26,21,25,37,19,19,14,27,32,35,32,61
E02000097,Mixed,155,60,18,8,7,10,12,10,4,5,5,3,5,8
E02000097,Other,458,115,38,13,33,21,32,27,26,23,45,33,28,24
E02000097,White,2016,337,62,40,69,207,186,159,193,159,121,123,69,291
E02000098,Asian,1496,254,78,34,60,95,107,128,112,93,84,93,90,268
E02000098,Black,507,125,42,21,43,40,19,20,22,25,37,36,28,49
E02000098,Mixed,196,64,19,6,10,12,14,12,40,2,1,5,4,7
E02000098,Other,621,175,46,19,20,39,32,36,36,33,32,52,34,67
E02000098,White,1457,227,64,26,71,139,143,125,124,99,75,68,51,245
E02000099,Asian,1788,361,89,38,68,124,171,162,119,127,105,85,98,241
E02000099,Black,449,118,36,12,23,38,26,22,23,17,30,54,25,25
E02000099,Mixed,135,54,9,6,10,15,8,6,3,1,4,8,4,7
E02000099,Other,540,158,40,15,29,40,58,29,29,35,32,29,21,25
E02000099,White,1973,398,51,36,105,257,269,163,195,136,89,69,58,147
E02000100,Asian,2119,336,97,42,69,144,175,161,142,115,196,95,127,420
E02000100,Black,281,36,24,15,28,28,26,16,6,9,21,27,14,31
E02000100,Mixed,129,59,10,7,8,8,3,3,5,5,5,2,6,8
E02000100,Other,383,70,29,9,31,30,28,28,26,19,37,16,17,43
E02000100,White,1103,104,73,70,65,97,79,87,66,62,63,84,50,203
E02000101,Asian,1425,276,68,29,44,133,105,125,116,96,91,82,77,183
E02000101,Black,942,248,64,24,40,59,47,54,44,51,65,63,98,85
E02000101,Mixed,203,82,23,4,11,14,13,10,10,9,4,12,5,6
E02000101,Other,640,140,46,39,33,44,53,34,36,27,35,57,38,58
E02000101,White,1525,259,57,31,57,125,137,120,128,133,85,73,63,257
E02000102,Asian,1246,281,75,21,35,91,92,67,79,97,84,88,99,137
E02000102,Black,897,325,57,36,53,43,32,43,34,32,89,45,34,74
E02000102,Mixed,161,77,7,2,13,9,13,8,13,6,5,2,3,3
E02000102,Other,623,220,67,44,36,39,19,25,39,29,35,22,16,32
E02000102,White,1260,244,47,34,39,109,112,108,102,89,110,72,56,138
E02000103,Asian,964,186,38,21,23,94,91,66,52,73,55,48,54,163
E02000103,Black,930,225,77,47,68,84,58,38,42,55,65,54,36,81
E02000103,Mixed,233,102,16,7,11,9,25,9,12,14,14,7,3,4
E02000103,Other,852,255,47,24,32,48,54,77,47,85,66,41,30,46
E02000103,White,1798,268,53,31,65,149,160,153,135,126,138,140,77,303
E02000104,Asian,1571,268,62,44,58,105,137,145,120,106,83,99,91,253
E02000104,Black,439,72,35,14,17,45,26,27,32,22,32,32,30,55
E02000104,Mixed,134,48,9,6,7,17,5,9,3,10,7,3,2,8
E02000104,Other,408,114,28,13,10,25,34,39,23,26,15,21,18,42
E02000104,White,1236,151,32,19,68,145,108,112,105,71,142,60,36,187
E02000105,Asian,2542,495,132,56,134,181,239,214,207,193,159,140,118,274
E02000105,Black,559,151,36,18,36,41,42,22,21,43,42,36,35,36
E02000105,Mixed,196,82,15,5,16,16,11,11,9,9,5,5,4,8
E02000105,Other,382,88,19,10,38,27,30,30,22,21,23,21,21,32
E02000105,White,1302,220,34,25,55,120,198,105,104,83,82,72,67,137
E02000106,Asian,1266,235,54,24,76,97,120,98,80,75,99,53,83,172
E02000106,Black,837,225,84,14,39,63,54,47,34,38,57,59,39,84
E02000106,Mixed,279,104,20,8,18,20,19,17,24,11,11,9,7,11
E02000106,Other,760,189,36,33,73,62,48,73,55,46,47,34,22,42
E02000106,White,2050,289,64,46,70,182,186,188,189,170,211,119,109,227
E02000107,Asian,1060,212,40,26,48,94,75,110,99,77,75,48,35,121
E02000107,Black,670,138,38,38,32,52,38,76,34,46,51,42,25,60
E02000107,Mixed,317,97,22,3,18,30,21,32,20,19,32,10,3,10
E02000107,Other,711,140,32,12,21,34,46,170,63,54,57,27,16,39
E02000107,White,2613,353,73,60,122,321,264,256,203,177,185,163,130,306
E02000108,Asian,1698,325,86,48,57,146,134,155,134,118,115,109,69,202
E02000108,Black,479,106,38,19,16,38,29,27,22,30,44,36,20,54
E02000108,Mixed,124,51,11,3,7,10,5,5,11,4,3,3,5,6
E02000108,Other,341,82,15,6,8,39,33,24,16,30,34,21,17,16
E02000108,White,968,169,43,17,42,92,113,92,70,64,58,60,37,111
E02000110,Asian,800,163,53,9,41,45,48,59,48,53,64,24,43,150
E02000110,Black,482,147,26,13,15,37,27,42,27,23,22,34,21,48
E02000110,Mixed,309,116,15,10,14,45,28,22,19,12,8,8,3,9
E02000110,Other,421,73,54,7,21,25,29,26,29,29,25,52,11,40
E02000110,White,1995,226,62,32,116,190,206,208,191,142,130,129,100,263
E02000111,Asian,3800,789,210,86,142,319,356,330,290,300,217,212,166,383
E02000111,Black,538,108,34,30,49,40,34,22,24,31,44,42,22,58
E02000111,Mixed,153,63,17,5,7,10,14,8,5,5,4,2,6,7
E02000111,Other,368,83,21,2,36,20,45,25,34,15,29,16,15,27
E02000111,White,927,130,30,10,46,77,127,77,96,64,60,53,37,120
E02000112,Asian,3503,622,134,70,168,243,340,308,326,376,223,177,195,321
E02000112,Black,726,124,50,23,27,63,42,40,37,31,42,99,55,93
E02000112,Mixed,198,76,16,7,11,17,16,12,10,8,7,5,5,8
E02000112,Other,353,71,12,10,14,37,24,39,32,32,19,25,10,28
E02000112,White,1196,137,32,32,70,133,130,132,134,119,83,54,44,96
E02000113,Asian,879,177,64,26,53,83,53,66,57,49,48,52,50,101
E02000113,Black,1923,556,212,65,94,127,117,89,89,93,109,113,92,167
E02000113,Mixed,259,96,25,9,16,21,11,11,14,8,8,11,23,6
E02000113,Other,503,136,34,22,36,35,27,27,34,33,35,40,13,31
E02000113,White,987,147,38,21,49,71,79,65,94,60,77,80,57,149
E02000114,Asian,835,130,35,20,42,75,65,67,80,65,62,46,44,104
E02000114,Black,654,146,40,30,20,65,35,38,52,58,39,44,34,53
E02000114,Mixed,360,99,11,13,15,34,25,23,21,13,79,10,7,10
E02000114,Other,453,101,18,4,15,32,63,48,43,36,31,14,13,35
E02000114,White,2117,221,71,51,94,283,286,244,170,166,142,98,112,179
E02000115,Asian,464,73,15,6,16,38,58,62,34,32,31,24,17,58
E02000115,Black,581,117,29,12,12,85,37,34,48,35,34,37,47,54
E02000115,Mixed,324,76,17,21,53,28,43,25,16,5,19,6,5,10
E02000115,Other,582,107,21,8,25,77,45,43,80,63,35,31,14,33
E02000115,White,2310,294,58,33,117,287,284,211,160,194,144,122,92,314
E02000116,Asian,866,190,47,19,36,59,63,83,59,64,86,37,38,85
E02000116,Black,756,219,54,28,38,63,36,38,50,29,52,51,33,65
E02000116,Mixed,267,103,21,10,19,14,15,23,25,13,11,7,3,3
E02000116,Other,649,201,41,18,22,47,50,53,41,47,45,29,23,32
E02000116,White,1490,235,59,46,61,143,130,154,125,128,118,87,69,135
E02000117,Asian,925,193,43,31,51,67,78,72,72,61,53,39,56,109
E02000117,Black,2225,594,187,48,113,145,110,136,108,138,141,158,145,202
E02000117,Mixed,376,145,36,9,19,33,23,20,17,21,20,12,11,10
E02000117,Other,616,178,40,15,16,39,34,46,44,46,71,31,27,29
E02000117,White,1721,318,59,34,78,122,102,150,144,149,156,163,72,174
E02000118,Asian,3694,665,184,117,205,379,352,316,284,216,236,232,178,330
E02000118,Black,624,110,42,18,36,49,39,37,32,41,41,50,46,83
E02000118,Mixed,113,41,12,1,5,13,12,5,6,2,5,5,2,4
E02000118,Other,337,81,18,5,12,19,31,28,21,21,27,26,15,33
E02000118,White,950,159,26,13,29,103,97,94,102,51,95,43,28,110
E02000119,Asian,880,199,62,42,26,58,80,120,68,54,47,28,37,59
E02000119,Black,2024,568,153,67,100,148,121,125,104,90,128,151,99,170
E02000119,Mixed,288,120,26,8,12,21,29,20,12,12,6,8,7,7
E02000119,Other,720,194,30,15,36,50,58,59,66,66,71,30,19,26
E02000119,White,1153,208,41,21,46,91,118,148,102,91,55,57,56,119
E02000120,Asian,481,89,14,9,17,36,50,46,47,39,38,28,24,44
E02000120,Black,564,117,28,29,28,36,32,61,29,36,52,37,22,57
E02000120,Mixed,290,97,13,5,11,24,44,32,20,13,9,10,5,7
E02000120,Other,477,99,19,11,18,20,40,40,85,45,37,29,12,22
E02000120,White,2465,334,41,42,97,369,306,234,242,174,143,140,93,250
E02000121,Asian,4038,755,224,132,205,374,377,345,340,324,225,185,186,366
E02000121,Black,536,147,37,17,19,38,27,53,34,27,34,31,15,57
E02000121,Mixed,170,70,11,3,7,12,27,9,8,6,4,4,0,9
E02000121,Other,453,108,26,14,20,42,45,39,28,33,25,30,14,29
E02000121,White,919,112,35,8,46,103,134,102,87,89,51,46,29,77
E02000122,Asian,605,92,51,10,21,40,52,44,32,40,51,64,34,74
E02000122,Black,338,51,17,9,12,21,24,22,15,23,27,39,18,60
E02000122,Mixed,300,138,20,10,9,19,11,26,25,9,14,9,3,7
E02000122,Other,384,78,23,11,15,30,25,30,44,27,29,18,20,34
E02000122,White,2302,397,95,31,69,181,191,199,162,178,184,140,113,362
E02000123,Asian,862,201,40,22,36,52,85,74,53,77,66,42,39,75
E02000123,Black,1846,427,129,50,112,145,99,94,95,95,180,147,117,156
E02000123,Mixed,518,201,60,18,29,30,40,27,24,30,26,17,10,6
E02000123,Other,661,132,45,13,28,45,43,55,58,62,63,40,26,51
E02000123,White,2543,424,104,62,92,206,222,215,235,221,195,194,100,273
E02000124,Asian,421,79,15,9,12,30,44,44,43,32,25,19,26,43
E02000124,Black,515,83,26,13,19,43,40,29,37,44,39,45,28,69
E02000124,Mixed,332,128,25,10,12,25,22,29,20,20,25,2,3,11
E02000124,Other,337,75,19,7,30,17,29,30,26,36,15,14,16,23
E02000124,White,3022,542,96,39,99,294,291,271,275,250,191,183,126,365
E02000125,Asian,572,83,19,5,7,42,53,54,45,59,30,41,49,85
E02000125,Black,725,118,41,20,23,51,50,29,38,42,60,65,57,131
E02000125,Mixed,329,127,22,8,23,18,43,17,22,14,11,11,8,5
E02000125,Other,348,69,19,10,12,23,22,31,32,49,20,16,11,34
E02000125,White,2695,541,72,35,89,224,249,245,238,223,214,183,121,261
E02000126,Asian,517,98,30,14,24,55,57,36,43,43,38,16,16,47
E02000126,Black,1374,356,94,77,47,97,62,60,82,101,110,94,110,84
E02000126,Mixed,322,106,22,11,14,19,55,19,6,41,9,10,5,5
E02000126,Other,486,135,28,12,15,59,30,28,24,34,41,39,13,28
E02000126,White,1257,154,36,30,46,160,167,122,80,99,78,74,52,159
E02000127,Asian,337,78,15,5,11,21,26,41,42,24,16,18,14,26
E02000127,Black,535,166,51,9,13,22,25,40,37,50,36,44,21,21
E02000127,Mixed,247,135,13,10,7,14,20,12,5,8,10,6,4,3
E02000127,Other,134,31,6,2,4,6,11,11,17,16,7,7,6,10
E02000127,White,3121,660,143,58,113,175,241,220,259,205,221,218,164,444
E02000128,Asian,342,151,39,3,4,13,11,23,25,14,13,12,10,24
E02000128,Black,173,49,13,4,6,5,10,19,13,11,15,12,8,8
E02000128,Mixed,181,97,13,0,2,15,9,8,15,7,5,5,2,3
E02000128,Other,76,13,9,0,1,5,7,12,5,5,4,6,3,6
E02000128,White,3010,590,104,49,97,131,222,200,256,187,224,204,195,551
E02000130,Asian,244,41,6,4,10,14,25,28,25,15,20,11,10,35
E02000130,Black,534,135,39,7,25,41,29,30,39,42,49,29,27,42
E02000130,Mixed,293,141,22,8,10,28,13,22,15,11,5,8,3,7
E02000130,Other,137,24,5,3,0,12,22,16,14,10,8,5,7,11
E02000130,White,2743,454,80,42,70,165,237,282,224,255,169,184,147,434
E02000131,Asian,244,48,9,3,5,24,25,30,18,23,18,12,6,23
E02000131,Black,873,249,66,13,32,52,63,61,71,60,73,60,43,30
E02000131,Mixed,435,175,24,12,15,23,38,27,47,37,16,8,6,7
E02000131,Other,173,36,4,1,6,10,18,19,15,27,13,5,7,12
E02000131,White,3278,471,50,19,73,316,501,430,268,312,258,186,128,266
E02000132,Asian,400,58,13,3,8,23,38,66,77,31,18,20,10,35
E02000132,Black,427,109,20,3,18,42,29,52,40,29,34,25,12,14
E02000132,Mixed,349,166,18,9,7,18,31,26,22,19,11,7,4,11
E02000132,Other,148,21,5,3,2,15,29,13,16,15,11,5,2,11
E02000132,White,3416,474,78,33,60,304,387,342,307,277,250,189,160,555
E02000133,Asian,464,100,18,3,17,18,33,38,50,49,38,21,17,62
E02000133,Black,185,41,14,2,9,14,12,15,12,9,22,15,12,8
E02000133,Mixed,246,143,27,3,11,9,10,8,8,7,10,6,3,1
E02000133,Other,107,25,6,1,0,4,5,12,10,7,8,13,7,9
E02000133,White,4152,716,147,52,93,191,204,231,305,345,356,338,259,915
E02000134,Asian,449,98,14,4,11,30,65,63,42,36,27,13,17,29
E02000134,Black,449,146,15,5,17,25,41,41,27,32,32,33,26,9
E02000134,Mixed,390,195,20,13,14,21,24,22,25,15,16,6,3,16
E02000134,Other,162,20,9,4,2,14,11,25,19,15,10,10,11,12
E02000134,White,4186,701,124,40,157,335,361,356,357,344,315,250,237,609
E02000135,Asian,299,56,13,5,14,24,38,31,25,16,18,21,16,22
E02000135,Black,1165,305,138,33,46,66,68,55,64,80,108,84,57,61
E02000135,Mixed,457,189,37,11,20,32,31,67,15,15,13,10,6,11
E02000135,Other,169,31,10,2,6,6,20,20,16,21,11,10,6,10
E02000135,White,2509,416,81,37,87,192,250,268,179,169,181,187,137,325
E02000136,Asian,228,55,18,3,5,3,11,27,28,18,11,11,4,34
E02000136,Black,166,44,6,8,6,13,13,6,13,10,14,7,18,8
E02000136,Mixed,111,55,10,6,9,3,6,2,2,6,3,6,2,1
E02000136,Other,69,9,2,3,2,4,3,2,3,6,12,13,1,9
E02000136,White,2153,416,93,49,66,97,108,133,119,128,147,165,151,481
E02000137,Asian,304,77,3,2,5,7,23,45,44,31,17,7,5,38
E02000137,Black,240,46,11,3,7,14,24,20,23,33,20,18,14,7
E02000137,Mixed,288,153,23,5,12,30,18,9,5,9,8,6,6,4
E02000137,Other,75,16,1,1,1,5,4,8,3,14,4,4,4,10
E02000137,White,3072,518,81,28,65,146,224,219,255,241,245,231,162,657
E02000138,Asian,244,49,5,1,6,6,14,38,26,24,12,16,13,34
E02000138,Black,210,45,4,4,9,10,16,21,17,33,10,13,18,10
E02000138,Mixed,216,83,14,6,11,9,23,15,13,6,9,12,8,7
E02000138,Other,116,13,6,3,5,7,12,12,16,10,4,10,5,13
E02000138,White,3253,436,71,21,57,172,202,260,291,256,242,219,218,808
E02000139,Asian,209,52,15,1,4,7,24,21,20,17,16,6,9,17
E02000139,Black,275,57,15,6,8,21,14,29,28,20,20,28,17,12
E02000139,Mixed,274,130,12,4,11,13,24,25,20,15,6,4,4,6
E02000139,Other,87,17,3,0,0,2,24,11,9,9,1,7,2,2
E02000139,White,2867,534,89,23,66,173,215,264,284,240,221,179,193,386
E02000140,Asian,289,72,14,12,6,16,26,32,28,23,21,14,11,14
E02000140,Black,475,146,30,9,19,29,32,29,32,46,40,30,16,17
E02000140,Mixed,188,95,22,9,10,12,9,9,7,3,3,1,3,5
E02000140,Other,98,25,1,0,2,5,12,11,9,8,5,6,5,9
E02000140,White,3070,742,159,69,147,197,181,187,191,195,221,211,165,405
E02000141,Asian,185,37,7,8,3,10,13,31,17,14,10,14,5,16
E02000141,Black,568,152,32,8,24,35,35,33,46,46,48,47,25,37
E02000141,Mixed,299,149,19,3,12,16,21,36,11,10,11,4,4,3
E02000141,Other,93,17,4,4,4,5,9,4,2,10,7,12,3,12
E02000141,White,2284,372,82,29,66,127,194,254,206,199,180,158,131,286
E02000142,Asian,399,95,13,5,5,25,34,36,48,33,28,21,15,41
E02000142,Black,205,69,9,1,3,9,14,18,23,11,9,16,11,12
E02000142,Mixed,219,103,14,4,6,33,12,13,9,10,5,3,1,6
E02000142,Other,98,17,3,0,2,7,6,8,9,9,13,9,4,11
E02000142,White,3264,615,116,58,100,186,190,205,244,249,300,240,182,579
E02000144,Asian,674,160,17,9,17,34,102,109,70,46,33,27,17,33
E02000144,Black,293,59,12,0,11,31,25,38,33,15,31,15,14,9
E02000144,Mixed,282,129,17,2,14,16,22,24,15,10,9,14,5,5
E02000144,Other,174,30,9,2,4,9,20,22,23,19,11,9,9,7
E02000144,White,3483,600,93,44,99,246,360,312,265,271,225,235,182,551
E02000145,Asian,255,65,11,6,7,12,23,25,31,24,17,11,6,17
E02000145,Black,642,222,39,8,18,46,36,39,46,37,41,45,29,36
E02000145,Mixed,189,92,14,1,12,20,11,12,11,5,1,5,2,3
E02000145,Other,85,17,3,0,2,11,9,7,8,7,5,7,3,6
E02000145,White,2885,648,118,58,96,167,176,214,174,185,251,196,158,444
E02000146,Asian,426,105,21,3,7,22,44,57,46,48,22,10,12,29
E02000146,Black,246,62,13,3,6,18,24,31,12,17,14,20,10,16
E02000146,Mixed,278,150,10,7,12,20,20,8,15,10,6,7,6,7
E02000146,Other,102,21,3,0,2,6,8,19,10,7,8,5,6,7
E02000146,White,3542,651,136,49,93,198,282,277,324,282,258,269,184,539
E02000147,Asian,419,120,18,2,9,17,21,45,35,38,26,18,19,51
E02000147,Black,157,23,6,5,3,8,5,21,16,11,13,17,21,8
E02000147,Mixed,188,89,18,8,12,8,9,12,5,5,5,4,6,7
E02000147,Other,108,15,8,3,4,1,5,10,8,7,5,14,7,21
E02000147,White,3198,616,167,54,111,142,84,145,192,235,240,254,228,730
E02000148,Asian,268,56,12,4,8,11,15,28,27,26,20,20,14,27
E02000148,Black,120,33,8,2,4,8,5,9,7,7,12,11,8,6
E02000148,Mixed,139,84,8,4,4,4,5,7,5,3,8,1,2,4
E02000148,Other,55,12,3,0,3,1,2,5,1,2,7,4,4,11
E02000148,White,2653,502,96,30,56,122,118,145,193,209,188,204,166,624
E02000149,Asian,270,58,12,5,10,11,35,30,29,30,11,14,13,12
E02000149,Black,254,60,29,4,11,10,22,14,21,20,29,16,7,11
E02000149,Mixed,182,94,8,3,9,14,15,6,10,12,3,4,2,2
E02000149,Other,83,19,7,1,2,7,5,7,6,9,5,5,5,5
E02000149,White,3130,618,135,61,107,209,213,210,195,187,234,241,205,515
E02000150,Asian,234,57,13,5,3,9,16,30,25,15,11,15,10,25
E02000150,Black,309,72,16,10,17,21,14,19,28,28,28,33,13,10
E02000150,Mixed,241,129,17,8,10,19,7,11,8,10,7,6,7,2
E02000150,Other,115,24,6,1,2,3,9,10,15,10,11,11,8,5
E02000150,White,3231,681,133,54,136,156,133,152,227,233,253,264,236,573
E02000151,Asian,417,128,7,2,5,7,28,63,61,43,19,10,11,33
E02000151,Black,71,12,6,0,2,5,1,6,4,5,9,5,9,7
E02000151,Mixed,112,65,11,3,6,4,7,5,5,3,2,0,0,1
E02000151,Other,38,4,2,0,2,4,2,1,2,3,3,6,2,7
E02000151,White,3009,580,96,37,65,113,136,167,198,236,246,234,195,706
E02000152,Asian,313,90,19,2,4,13,15,42,38,39,20,3,8,20
E02000152,Black,330,109,16,6,10,27,19,21,23,26,28,20,15,10
E02000152,Mixed,270,156,24,10,14,15,14,13,11,5,2,0,1,5
E02000152,Other,118,22,7,3,4,7,5,13,12,21,6,5,5,8
E02000152,White,2780,610,155,53,99,153,170,206,202,202,188,178,146,418
E02000153,Asian,235,69,8,2,0,9,14,35,25,26,12,7,8,20
E02000153,Black,121,28,4,3,4,6,3,8,14,8,17,15,6,5
E02000153,Mixed,168,88,18,9,7,7,6,3,9,5,9,3,2,2
E02000153,Other,72,20,1,1,2,2,3,8,8,3,8,4,2,10
E02000153,White,3342,693,170,62,115,143,111,174,220,264,262,272,207,649
E02000154,Asian,616,154,13,5,11,33,60,102,76,48,31,28,21,34
E02000154,Black,174,62,13,1,8,4,11,9,10,19,12,14,5,6
E02000154,Mixed,178,91,13,3,5,14,11,9,4,6,5,10,2,5
E02000154,Other,90,19,1,3,2,8,8,11,5,9,6,7,6,5
E02000154,White,3111,515,106,44,97,188,224,234,193,181,239,202,202,686
E02000155,Asian,314,70,22,2,9,14,28,24,35,37,23,7,16,27
E02000155,Black,228,73,19,7,8,12,10,12,10,17,19,20,14,7
E02000155,Mixed,108,54,7,5,4,4,12,4,5,5,2,2,3,1
E02000155,Other,74,15,2,1,3,4,9,9,6,2,5,3,7,8
E02000155,White,2735,413,99,44,75,147,154,171,133,148,237,208,217,689
E02000156,Asian,346,71,18,7,5,14,20,35,38,34,21,23,20,40
E02000156,Black,252,48,22,3,13,20,12,10,24,8,32,29,16,15
E02000156,Mixed,298,152,19,7,21,23,12,15,18,12,5,7,3,4
E02000156,Other,120,28,3,0,0,9,2,15,21,16,6,3,5,12
E02000156,White,4961,892,212,69,166,223,205,229,315,322,369,373,365,1221
E02000157,Asian,408,111,18,5,9,16,23,45,55,57,15,19,10,25
E02000157,Black,103,28,10,2,6,3,3,4,5,11,8,6,12,5
E02000157,Mixed,138,79,18,1,3,4,3,3,9,3,5,4,1,5
E02000157,Other,76,16,3,1,1,7,2,5,6,7,6,8,5,9
E02000157,White,3318,596,141,64,127,134,128,174,201,223,242,261,222,805
E02000158,Asian,368,102,26,3,8,6,22,40,48,42,23,14,8,26
E02000158,Black,348,125,21,11,17,20,14,18,26,28,18,29,9,12
E02000158,Mixed,152,63,15,7,2,10,10,4,25,3,4,3,3,3
E02000158,Other,67,16,1,3,4,0,4,3,7,9,2,8,5,5
